产品代码,产品名称,产品英文名称,产品单重,产品尺寸,规格,计划库存,采购在途,退件在途,待上架,可用库存,可售库存,可售库存减去缺货占用库存,待出库,"不良品 ",不良品待出库,预警库存,缺货,缺货天数,缺货订单所占可售库存,默认采购员,销售负责人,开发负责人,pi_id,可售天数,币种(供应商结算),采购计划,仓库,仓库代码,一级品类,二级品类,三级品类,销售状态,仓库产品代码,推荐库位,单价(默认采购价),款式,可售总库存,库龄
RMTD2502-10,"2% RMTD25-樱桃炸弹","2% RMTD25-Cherry Bomb",0.100,5.65*3.00*12.30,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4140,999,RMB,0,德三仓-杜塞,DS-DE,RMTD25-02,,,在线产品,,DS-DE,41.0000,,10,40
RMTD2502-11,"2% RMTD25-草莓薄荷糖","2% RMTD25-Strawberry Mint Candy",0.100,5.65*3.00*12.30,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4141,999,RMB,0,德三仓-杜塞,DS-DE,RMTD25-02,,,在线产品,,DS-DE,41.0000,,10,40
RMTD2502-12,"2% RMTD25-双苹果","2% RMTD25-Double Apple",0.100,5.65*3.00*12.30,,0,10,0,0,8,8,8,0,0,0,0,,0,,Sunny,,,4142,999,RMB,0,德三仓-杜塞,DS-DE,RMTD25-02,,,在线产品,,DS-DE,41.0000,,8,40
RMTD2502-13,"2% RMTD25-蓝莓冰激凌","2% RMTD25-Blueberry On Ice",0.100,5.65*3.00*12.30,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4143,999,RMB,0,德三仓-杜塞,DS-DE,RMTD25-02,,,在线产品,,DS-DE,41.0000,,10,40
RMTD2502-14,"2% RMTD25-草莓冰","2% RMTD25-Strawberry Ice",0.100,5.65*3.00*12.30,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4144,999,RMB,0,德三仓-杜塞,DS-DE,RMTD25-02,,,在线产品,,DS-DE,41.0000,,10,40
RMTD2502-15,"2% RMTD25-菠萝冰","2% RMTD25-Lush Ice",0.100,5.65*3.00*12.30,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4145,999,RMB,0,德三仓-杜塞,DS-DE,RMTD25-02,,,在线产品,,DS-DE,41.0000,,10,40
RMTD2502-16,"2% RMTD25-菠萝冰","2% RMTD25-Pineapple Ice",0.100,5.65*3.00*12.30,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4146,999,RMB,0,德三仓-杜塞,DS-DE,RMTD25-02,,,在线产品,,DS-DE,41.0000,,10,40
RMTD2502-17,"2% RMTD25-奇异果百香果番石榴","2% RMTD25-Kiwi Passion Fruit Guava",0.100,5.65*3.00*12.30,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4147,999,RMB,0,德三仓-杜塞,DS-DE,RMTD25-02,,,在线产品,,DS-DE,41.0000,,10,40
RMTD2502-18,"2% RMTD25-樱桃可乐","2% RMTD25-Cherry Cola",0.100,5.65*3.00*12.30,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4148,999,RMB,0,德三仓-杜塞,DS-DE,RMTD25-02,,,在线产品,,DS-DE,41.0000,,10,40
RMTD2502-19,"2% RMTD25-清凉薄荷","2% RMTD25-cool mint",0.100,5.65*3.00*12.30,,0,10,0,0,9,9,9,0,0,0,0,,0,,Sunny,,,4149,999,RMB,0,德三仓-杜塞,DS-DE,RMTD25-02,,,在线产品,,DS-DE,41.0000,,9,40
RMTD2502-20,"2% RMTD25-草莓红牛","2% RMTD25-strawberry red Bull",0.100,5.65*3.00*12.30,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4150,999,RMB,0,德三仓-杜塞,DS-DE,RMTD25-02,,,在线产品,,DS-DE,41.0000,,10,40
VOLS2505-01,"5% VOLS25-蓝色炫冰","5% VOLS25-Blue Razz Ice",0.100,5.10*3.30*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4151,999,RMB,0,德三仓-杜塞,DS-DE,VOLS25-05,,,在线产品,,DS-DE,39.6000,,10,40
VOLS2505-02,"5% VOLS25-蓝莓风暴","5% VOLS25-Blueberry Storm",0.100,5.10*3.30*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4152,999,RMB,0,德三仓-杜塞,DS-DE,VOLS25-05,,,在线产品,,DS-DE,39.6000,,10,40
VOLS2505-03,"5% VOLS25-樱桃可乐","5% VOLS25-Cherry Cola",0.100,5.10*3.30*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4153,999,RMB,0,德三仓-杜塞,DS-DE,VOLS25-05,,,在线产品,,DS-DE,39.6000,,10,40
VOLS2505-04,"5% VOLS25-双苹果冰","5% VOLS25-Double Apple Ice",0.100,5.10*3.30*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4154,999,RMB,0,德三仓-杜塞,DS-DE,VOLS25-05,,,在线产品,,DS-DE,39.6000,,10,40
VOLS2505-05,"5% VOLS25-龙虾冰","5% VOLS25-Dragon Strawnana",0.100,5.10*3.30*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4155,999,RMB,0,德三仓-杜塞,DS-DE,VOLS25-05,,,在线产品,,DS-DE,39.6000,,10,40
VOLS2505-06,"5% VOLS25-葡萄冰","5% VOLS25-Grape Ice",0.100,5.10*3.30*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4156,999,RMB,0,德三仓-杜塞,DS-DE,VOLS25-05,,,在线产品,,DS-DE,39.6000,,10,40
VOLS2505-07,"5% VOLS25-多汁蜜桃冰","5% VOLS25-Juicy Peach Ice",0.100,5.10*3.30*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4157,999,RMB,0,德三仓-杜塞,DS-DE,VOLS25-05,,,在线产品,,DS-DE,39.6000,,10,40
VOLS2505-08,"5% VOLS25-柠檬青柠","5% VOLS25-Lemon Lime",0.100,5.10*3.30*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4158,999,RMB,0,德三仓-杜塞,DS-DE,VOLS25-05,,,在线产品,,DS-DE,39.6000,,10,40
VOLS2505-09,"5% VOLS25-爱 777","5% VOLS25-Love 777",0.100,5.10*3.30*11.50,,0,10,0,0,20,19,19,1,0,0,0,,0,,Sunny,,,4159,57.057,RMB,0,德三仓-杜塞,DS-DE,VOLS25-05,,,在线产品,,DS-DE,39.6000,,19,40
VOLS2505-10,"5% VOLS25-混合浆果","5% VOLS25-Mixed Berries",0.100,5.10*3.30*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4160,999,RMB,0,德三仓-杜塞,DS-DE,VOLS25-05,,,在线产品,,DS-DE,39.6000,,10,40
VOLS2505-11,"5% VOLS25-桃子芒果西瓜","5% VOLS25-Peach Mango Watermelon",0.100,5.10*3.30*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4161,999,RMB,0,德三仓-杜塞,DS-DE,VOLS25-05,,,在线产品,,DS-DE,39.6000,,10,40
VOLS2505-12,"5% VOLS25-覆盆子西瓜","5% VOLS25-Raspberry Watermelon",0.100,5.10*3.30*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4162,999,RMB,0,德三仓-杜塞,DS-DE,VOLS25-05,,,在线产品,,DS-DE,39.6000,,10,40
VOLS2505-13,"5% VOLS25-草莓猕猴桃","5% VOLS25-Strawberry Kiwi",0.100,5.10*3.30*11.50,,0,10,0,0,20,20,20,0,0,0,0,,0,,Sunny,,,4163,999,RMB,0,德三仓-杜塞,DS-DE,VOLS25-05,,,在线产品,,DS-DE,39.6000,,20,40
VOLS2505-14,"5% VOLS25-草莓芒果","5% VOLS25-Strawberry Mango",0.100,5.10*3.30*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4164,999,RMB,0,德三仓-杜塞,DS-DE,VOLS25-05,,,在线产品,,DS-DE,39.6000,,10,40
VOLS2505-15,"5% VOLS25-热带风味","5% VOLS25-Tropical Blast",0.100,5.10*3.30*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4165,999,RMB,0,德三仓-杜塞,DS-DE,VOLS25-05,,,在线产品,,DS-DE,39.6000,,10,40
VOLS2505-16,"5% VOLS25-西瓜冰","5% VOLS25-Watermelon Ice",0.100,5.10*3.30*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4166,999,RMB,0,德三仓-杜塞,DS-DE,VOLS25-05,,,在线产品,,DS-DE,39.6000,,10,40
VOLS2505-17,"5% VOLS25-芒果冰","5% VOLS25-Mango lce",0.100,5.10*3.30*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4167,999,RMB,0,德三仓-杜塞,DS-DE,VOLS25-05,,,在线产品,,DS-DE,39.6000,,10,40
VOLV2005-01,"5% VOLV25-葡萄冰","5% VOLV25-Grape Ice",0.080,5.60*3.00*9.60,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4168,999,RMB,0,德三仓-杜塞,DS-DE,VOLV25-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLV2005-02,"5% VOLV25-迈阿密薄荷","5% VOLV25-Miami Mint",0.080,5.60*3.00*9.60,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4169,999,RMB,0,德三仓-杜塞,DS-DE,VOLV25-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLV2005-03,"5% VOLV25-桃子冰","5% VOLV25-Peach Ice",0.080,5.60*3.00*9.60,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4170,999,RMB,0,德三仓-杜塞,DS-DE,VOLV25-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLV2005-04,"5% VOLV25-混合浆果","5% VOLV25-Mixed Berries",0.080,5.60*3.00*9.60,,0,10,0,0,20,20,20,0,0,0,0,,0,,Sunny,,,4171,999,RMB,0,德三仓-杜塞,DS-DE,VOLV25-05,,,在线产品,,DS-DE,39.0000,,20,40
VOLV2005-05,"5% VOLV25-蓝色爵士冰","5% VOLV25-Blue Razz Ice",0.080,5.60*3.00*9.60,,0,10,0,0,8,8,8,0,0,0,0,,0,,Sunny,,,4172,999,RMB,0,德三仓-杜塞,DS-DE,VOLV25-05,,,在线产品,,DS-DE,39.0000,,8,40
VOLV2005-06,"5% VOLV25-西瓜冰","5% VOLV25-Watermelon Ice",0.080,5.60*3.00*9.60,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4173,999,RMB,0,德三仓-杜塞,DS-DE,VOLV25-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLV2005-07,"5% VOLV25-柠檬青柠","5% VOLV25-Lemon Lime",0.080,5.60*3.00*9.60,,0,10,0,0,8,5,5,3,0,0,0,,0,,Sunny,,,4174,5.000,RMB,0,德三仓-杜塞,DS-DE,VOLV25-05,,,在线产品,,DS-DE,39.0000,,5,40
VOLV2005-08,"5% VOLV25-草莓芒果冰","5% VOLV25-Strawberry mango",0.080,5.60*3.00*9.60,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4175,999,RMB,0,德三仓-杜塞,DS-DE,VOLV25-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLV2005-09,"5% VOLV25-樱桃可乐","5% VOLV25-Cherry Cola",0.080,5.60*3.00*9.60,,0,10,0,0,20,18,18,2,0,0,0,,0,,Sunny,,,4176,26.987,RMB,0,德三仓-杜塞,DS-DE,VOLV25-05,,,在线产品,,DS-DE,39.0000,,18,40
VOLV2005-10,"5% VOLV25-覆盆子西瓜","5% VOLV25-Raspberry Watermelon",0.080,5.60*3.00*9.60,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4177,999,RMB,0,德三仓-杜塞,DS-DE,VOLV25-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLV2005-11,"5% VOLV25-芒果冰","5% VOLV25-Mango ice",0.080,5.60*3.00*9.60,,0,10,0,0,20,20,20,0,0,0,0,,0,,Sunny,,,4178,999,RMB,0,德三仓-杜塞,DS-DE,VOLV25-05,,,在线产品,,DS-DE,39.0000,,20,40
VOLV2005-12,"5% VOLV25-桃子芒果西瓜","5% VOLV25-Peach Mango Watermelon",0.080,5.60*3.00*9.60,,0,10,0,0,9,9,9,0,0,0,0,,0,,Sunny,,,4179,999,RMB,0,德三仓-杜塞,DS-DE,VOLV25-05,,,在线产品,,DS-DE,39.0000,,9,40
VOLV2005-13,"5% VOLV25-草莓覆盆子樱桃","5% VOLV25-Strawberry raspberry cherry",0.080,5.60*3.00*9.60,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4180,999,RMB,0,德三仓-杜塞,DS-DE,VOLV25-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLV2005-14,"5% VOLV25-火龙果香蕉樱桃","5% VOLV25-Dragon Fruit Banana Cherry",0.080,5.60*3.00*9.60,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4181,999,RMB,0,德三仓-杜塞,DS-DE,VOLV25-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLV2005-15,"5% VOLV25-酸苹果冰","5% VOLV25-Sour Apple Ice",0.080,5.60*3.00*9.60,,0,10,0,0,9,9,9,0,0,0,0,,0,,Sunny,,,4182,999,RMB,0,德三仓-杜塞,DS-DE,VOLV25-05,,,在线产品,,DS-DE,39.0000,,9,40
VOLV2005-16,"5% VOLV25-VZBULL","5% VOLV25-VZBULL",0.080,5.60*3.00*9.60,,0,10,0,0,10,9,9,1,0,0,0,,0,,Sunny,,,4183,27.027,RMB,0,德三仓-杜塞,DS-DE,VOLV25-05,,,在线产品,,DS-DE,39.0000,,9,40
VOLV2005-17,"5% VOLV25-西瓜泡泡糖","5% VOLV25-Watermelon Bubblegum",0.080,5.60*3.00*9.60,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4184,999,RMB,0,德三仓-杜塞,DS-DE,VOLV25-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLG2505-01,"5% VOLG25-蓝莓冰","5% VOLG25-Blueberry Ice",0.120,5.50*3.60*13.80,,0,10,0,0,8,8,8,0,0,0,0,,0,,Sunny,,,4185,999,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,DS-DE,41.0000,,8,40
VOLG2505-02,"5% VOLG25-蓝莓西瓜","5% VOLG25-Blueberry Watermelon",0.120,5.50*3.60*13.80,,0,10,0,0,1,1,1,0,0,0,0,,0,,Sunny,,,4186,3.497,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,DS-DE,41.0000,,1,40
VOLG2505-03,"5% VOLG25-冷冻草莓猕猴桃","5% VOLG25-Frozen Strawberry Kiwi",0.120,5.50*3.60*13.80,,0,10,0,0,7,7,7,0,0,0,0,,0,,Sunny,,,4187,24.476,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,DS-DE,41.0000,,7,40
VOLG2505-04,"5% VOLG25-葡萄冰","5% VOLG25-Grape Ice",0.120,5.50*3.60*13.80,,0,10,0,0,10,9,9,1,0,0,0,,0,,Sunny,,,4188,27.027,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,DS-DE,41.0000,,9,40
VOLG2505-05,"5% VOLG25-爱 777","5% VOLG25-Love 777",0.120,5.50*3.60*13.80,,0,10,0,0,10,9,9,1,0,0,0,,0,,Sunny,,,4189,27.027,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,DS-DE,41.0000,,9,40
VOLG2505-06,"5% VOLG25-芒果蜜桃","5% VOLG25-Mango Peach",0.120,5.50*3.60*13.80,,0,10,0,0,9,8,8,1,0,0,0,,0,,Sunny,,,4190,24.024,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,DS-DE,41.0000,,8,40
VOLG2505-07,"5% VOLG25-桃子冰","5% VOLG25-Peach Ice",0.120,5.50*3.60*13.80,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4191,999,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,DS-DE,41.0000,,10,40
VOLG2505-08,"5% VOLG25-草莓奇异果","5% VOLG25-Strawberry Kiwi",0.120,5.50*3.60*13.80,,0,10,0,0,9,9,9,0,0,0,0,,0,,Sunny,,,4192,62.937,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,DS-DE,41.0000,,9,40
VOLG2505-09,"5% VOLG25-甜百香果","5% VOLG25-Sweet Passion Fruit",0.120,5.50*3.60*13.80,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4193,999,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,DS-DE,41.0000,,10,40
VOLG2505-10,"5% VOLG25-两个苹果","5% VOLG25-Two Apples",0.120,5.50*3.60*13.80,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4194,999,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,DS-DE,41.0000,,10,40
VOLG2505-11,"5% VOLG25-西瓜冰","5% VOLG25-Watermelon Ice",0.120,5.50*3.60*13.80,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4195,999,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,DS-DE,41.0000,,10,40
VOLG2505-12,"5% VOLG25-黑莓冰","5% VOLG25-Blackberry Ice",0.120,5.50*3.60*13.80,,0,10,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,4196,0,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,,41.0000,,0,0
VOLG2505-13,"5% VOLG25-黑加仑冰","5% VOLG25-Blackcurrant Ice",0.120,5.50*3.60*13.80,,0,10,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,4197,0,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,,41.0000,,0,0
VOLG2505-14,"5% VOLG25-莫斯科之夜","5% VOLG25-Moscow Evenings",0.120,5.50*3.60*13.80,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4198,999,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,DS-DE,41.0000,,10,40
VOLG2505-15,"5% VOLG25-蓝色莫吉托","5% VOLG25-Blue Mojito",0.120,5.50*3.60*13.80,,0,10,0,0,10,8,8,2,0,0,0,,0,,Sunny,,,4199,11.994,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,DS-DE,41.0000,,8,40
VOLG2505-16,"5% VOLG25-柠檬薄荷","5% VOLG25-Lemon Mint",0.120,5.50*3.60*13.80,,0,10,0,0,9,9,9,0,0,0,0,,0,,Sunny,,,4200,999,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,DS-DE,41.0000,,9,40
VOLG2505-17,"5% VOLG25-芒果冰","5% VOLG25-Mango Freeze",0.120,5.50*3.60*13.80,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4201,999,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,DS-DE,41.0000,,10,40
VOLG2505-18,"5% VOLG25-葡萄薄荷","5% VOLG25-Grape Mint",0.120,5.50*3.60*13.80,,0,10,0,0,10,9,9,1,0,0,0,,0,,Sunny,,,4202,27.027,RMB,0,德三仓-杜塞,DS-DE,VOLG25-05,,,在线产品,,DS-DE,41.0000,,9,40
VOLG2005-01,"5% VOLG20-蓝色莫吉托","5% VOLG20-Blue Mojito",0.100,5.30*3.20*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4203,999,RMB,0,德三仓-杜塞,DS-DE,VOLG20-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLG2005-02,"5% VOLG20-蓝色爵士冰","5% VOLG20-Blue Razz Ice",0.100,5.30*3.20*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4204,999,RMB,0,德三仓-杜塞,DS-DE,VOLG20-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLG2005-03,"5% VOLG20-蓝莓风暴","5% VOLG20-Blueberry Storm",0.100,5.30*3.20*11.50,,0,10,0,0,9,9,9,0,0,0,0,,0,,Sunny,,,4205,999,RMB,0,德三仓-杜塞,DS-DE,VOLG20-05,,,在线产品,,DS-DE,39.0000,,9,40
VOLG2005-04,"5% VOLG20-樱桃柠檬水","5% VOLG20-Cherry Lemonade",0.100,5.30*3.20*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4206,999,RMB,0,德三仓-杜塞,DS-DE,VOLG20-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLG2005-05,"5% VOLG20-双苹果冰","5% VOLG20-Double Apple Ice",0.100,5.30*3.20*11.50,,0,10,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,4207,0,RMB,0,德三仓-杜塞,DS-DE,VOLG20-05,,,在线产品,,,39.0000,,0,0
VOLG2005-06,"5% VOLG20-火龙果香蕉樱桃","5% VOLG20-Dragon Fruit Banana Cherry",0.100,5.30*3.20*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4208,999,RMB,0,德三仓-杜塞,DS-DE,VOLG20-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLG2005-07,"5% VOLG20-葡萄冰","5% VOLG20-Grape Ice",0.100,5.30*3.20*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4209,999,RMB,0,德三仓-杜塞,DS-DE,VOLG20-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLG2005-08,"5% VOLG20-熔岩之火","5% VOLG20-Lavafire",0.100,5.30*3.20*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4210,999,RMB,0,德三仓-杜塞,DS-DE,VOLG20-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLG2005-09,"5% VOLG20-柠檬酸橙","5% VOLG20-Lemon Lime",0.100,5.30*3.20*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4211,999,RMB,0,德三仓-杜塞,DS-DE,VOLG20-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLG2005-10,"5% VOLG20-芒果冰","5% VOLG20-Mango Ice",0.100,5.30*3.20*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4212,999,RMB,0,德三仓-杜塞,DS-DE,VOLG20-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLG2005-11,"5% VOLG20-混合浆果","5% VOLG20-Mixed Berries",0.100,5.30*3.20*11.50,,0,10,0,0,20,20,20,0,0,0,0,,0,,Sunny,,,4213,999,RMB,0,德三仓-杜塞,DS-DE,VOLG20-05,,,在线产品,,DS-DE,39.0000,,20,40
VOLG2005-12,"5% VOLG20-桃子冰","5% VOLG20-Peach Ice",0.100,5.30*3.20*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4214,999,RMB,0,德三仓-杜塞,DS-DE,VOLG20-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLG2005-13,"5% VOLG20-覆盆子西瓜","5% VOLG20-Raspberry Watermelon",0.100,5.30*3.20*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4215,999,RMB,0,德三仓-杜塞,DS-DE,VOLG20-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLG2005-14,"5% VOLG20-草莓猕猴桃","5% VOLG20-Strawberry Kiwi",0.100,5.30*3.20*11.50,,0,10,0,0,20,20,20,0,0,0,0,,0,,Sunny,,,4216,999,RMB,0,德三仓-杜塞,DS-DE,VOLG20-05,,,在线产品,,DS-DE,39.0000,,20,40
VOLG2005-15,"5% VOLG20-草莓芒果","5% VOLG20-Strawberry Mango",0.100,5.30*3.20*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4217,999,RMB,0,德三仓-杜塞,DS-DE,VOLG20-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLG2005-16,"5% VOLG20-草莓西瓜","5% VOLG20-Strawberry Watermelon",0.100,5.30*3.20*11.50,,0,10,0,0,10,10,10,0,0,0,0,,0,,Sunny,,,4218,999,RMB,0,德三仓-杜塞,DS-DE,VOLG20-05,,,在线产品,,DS-DE,39.0000,,10,40
VOLG2005-17,"5% VOLG20-西瓜冰","5% VOLG20-Watermelon Ice",0.100,5.30*3.20*11.50,,0,10,0,0,20,20,20,0,0,0,0,,0,,Sunny,,,4219,999,RMB,0,德三仓-杜塞,DS-DE,VOLG20-05,,,在线产品,,DS-DE,39.0000,,20,40
AK-OG5-06,"5% DG18000-金桔柠檬","5% DG18000-lemon lime",0.091,11.50*4.20*6.50,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,4220,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-DG18000-05,,,平台下架,,,24.0000,,0,0
AK-TW2-23A,"2% Twins-香草可乐&柠檬桃","2% Twins-Vanilla cola & lemon peach",0.104,10.80*3.40*5.70,,0,0,0,0,0,0,0,0,0,0,0,18,32,0,Sunny,,,4469,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,,,24.2000,,0,0
AK-TW2-14A,"2% Twins-黑冰火龙果草莓&爱 6","2% Twins-Black ice dragon fruit strawberry & love 66",0.104,10.80*3.40*5.70,,0,0,0,0,0,0,0,0,0,0,0,24,34,0,Sunny,,,4470,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,,,24.2000,,0,0
AK-TW5-14A,"5% Twins-黑冰火龙果草莓&爱 6","5% Twins-Black ice dragon fruit strawberry & love 66",0.104,10.80*3.40*5.70,,0,0,0,0,0,0,0,0,0,0,0,8,33,0,Sunny,,,4471,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-05,,,在线产品,,,24.5000,,0,0
AK-TW2-26A,"2% Twins-桃果&猕猴桃番石榴","2% Twins-peach berry & kiwi passion fruit guava",0.104,10.80*3.40*5.70,,0,0,0,0,0,0,0,0,0,0,0,41,34,0,Sunny,,,4472,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-02,,,在线产品,,,24.2000,,0,0
AK-TW5-26A,"5% Twins-桃果&猕猴桃番石榴","5% Twins-peach berry & kiwi passion fruit guava",0.104,10.80*3.40*5.70,,0,0,0,0,0,0,0,0,0,0,0,14,27,0,Sunny,,,4491,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-05,,,在线产品,,,24.5000,,0,0
KP2-03,"2% King Pro-爱66","2% King Pro-Love 66",1.308,9.30*23.10*12.70,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,4493,0,RMB,0,德五仓-欧品居,OPJ-DE,"King Pro-02",,,在线产品,,,230.0000,,481,0
TR5-01,"5% Triple-西瓜冰-红牛-草莓奇异果","5% Triple-Watermelon ice-Red bull-Strawberry kiwi",1.200,24.10*11.80*9.70,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,4494,0,RMB,0,德五仓-欧品居,OPJ-DE,Triple-05,,,在线产品,,,290.0000,,0,0
VS2-1103,"2% Super-双苹果","2% Super-DOUBLE APPLE",1.028,21.80*8.70*10.80,,0,0,0,0,0,0,0,0,0,0,0,,0,,Sunny,,,4495,0,RMB,0,德五仓-欧品居,OPJ-DE,Super-02,,,在线产品,,,197.0000,,393,0
AK-TW5-23A,"5% Twins-香草可乐&柠檬桃","5% Twins-Vanilla cola & lemon peach",0.104,10.80*3.40*5.70,,0,0,0,0,0,0,0,0,0,0,0,11,24,0,Sunny,,,4510,0,RMB,0,德五仓-欧品居,OPJ-DE,AK-Twins-05,,,在线产品,,,24.5000,,0,0
